"GTEX.11DXY.0526.SM.5EGGQ" "GTEX.11DXZ.0126.SM.5EGGY" "GTEX.11EQ9.0526.SM.5A5JZ" "GTEX.11GSP.0626.SM.5986T" "GTEX.11NUK.1226.SM.5P9GM" "GTEX.11NV4.1326.SM.5HL6V" "GTEX.11OF3.0726.SM.5BC4Z" "GTEX.11TT1.1726.SM.5EQLJ" "GTEX.11TUW.1726.SM.5BC5C" "GTEX.11WQC.0726.SM.5EQMR" "GTEX.11ZTS.1426.SM.5EQMM" "GTEX.11ZUS.2526.SM.59872" "GTEX.11ZVC.0726.SM.5FQT9" "GTEX.1212Z.0226.SM.59HLF" "GTEX.12696.0826.SM.5EGGE" "GTEX.1269C.0626.SM.5FQSS" "GTEX.12KS4.1326.SM.5LUB3" "GTEX.12WSD.1426.SM.5GCN9" "GTEX.12WSG.0626.SM.5FQTQ" "GTEX.12WSI.0226.SM.5GCNA"
"ENSG00000243058" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000183691" 0 1 0 2 2 0 0 0 48 4 6 0 0 0 4 2 0 6 44 0
"ENSG00000214226" 136 73 74 230 263 174 130 48 39 225 338 79 72 174 69 129 146 164 123 118
"ENSG00000153933" 307 293 441 721 742 271 545 101 465 812 584 128 312 559 362 504 1050 703 831 320
"ENSG00000212469" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000262408" 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000121060" 2328 1376 3460 2911 4718 3036 3552 4294 3627 4224 5615 1850 5782 2469 2069 4365 2722 2465 6134 1922
"ENSG00000121058" 631 500 778 458 705 721 545 633 496 804 898 468 629 405 495 707 490 492 854 500
"ENSG00000262298" 0 3 0 2 5 5 10 2 4 2 4 2 3 0 2 0 2 0 4 1
"ENSG00000262623" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
"ENSG00000121064" 468 667 1244 784 528 610 624 271 315 1169 1001 280 524 539 331 1598 677 812 983 1768
"ENSG00000263120" 4 2 7 4 8 2 0 2 0 2 2 1 5 0 0 2 2 1 6 1
"ENSG00000261192" 2 8 3 0 4 9 6 0 1 0 4 4 0 7 0 3 4 2 2 3
"ENSG00000263004" 97 54 53 19 113 133 102 36 9 25 92 75 50 40 115 12 52 78 43 49
"ENSG00000121057" 5970 3102 6707 3720 8450 7282 4357 2569 1986 6868 8336 5174 5164 4734 3203 3775 3435 3566 4039 4142
"ENSG00000263089" 17 11 35 8 18 22 9 1 2 10 19 9 9 11 7 2 10 0 3 8
"ENSG00000153944" 880 590 1335 900 968 1042 1189 949 897 1339 1500 693 1231 841 1022 1458 1050 899 1715 1094
"ENSG00000266100" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0
"ENSG00000263499" 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 2 0
"ENSG00000242889" 0 0 1 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238447" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000166329" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265542" 0 1 2 2 4 2 0 1 2 5 6 0 1 0 0 3 0 1 1 0
"ENSG00000222976" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000181610" 553 395 1117 343 408 535 283 1900 982 637 729 492 485 418 731 673 761 451 1145 463
"ENSG00000180891" 314 337 917 359 507 606 489 770 379 618 623 335 258 302 468 427 513 427 1175 682
"ENSG00000264914" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136451" 865 711 1446 805 1203 948 875 1466 1484 1330 1729 668 1038 797 676 1200 944 750 1359 1003
"ENSG00000264112" 944 517 1253 1215 1264 1979 1288 1624 1180 981 1365 1262 1993 596 1000 1012 1010 926 975 605
"ENSG00000136450" 4231 3376 6122 4229 6260 5373 5282 8361 6227 5781 7525 4091 4860 3586 4810 6773 5182 3924 7536 4297
"ENSG00000266290" 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000264364" 6253 3562 6759 2911 4925 7124 4788 5633 2731 7825 8074 4938 6118 3378 4197 4725 3273 3749 7854 3992
"ENSG00000141194" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000229590" 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 1 0
"ENSG00000255713" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000121053" 11 10 5 9 3 9 6 3 25 2 8 19 3 3 3 12 0 0 0 0
"ENSG00000011143" 354 343 402 412 641 535 324 209 65 411 784 359 524 341 451 421 347 451 546 341
"ENSG00000167419" 1 4 2 0 1 1 0 0 0 2 0 1 3 0 1 0 1 2 2 2
"ENSG00000005381" 6 270 217 55 49 12 8 187 203 51 62 0 42 77 21 60 107 72 114 20
"ENSG00000005379" 1310 1066 699 1261 2542 1723 963 66 139 1220 1685 1005 961 1124 454 907 1098 1327 560 870
"ENSG00000265148" 9 3 4 8 17 23 5 1 3 6 5 5 3 7 7 8 4 10 0 5
"ENSG00000265206" 6 21 42 16 35 14 2 61 14 12 16 12 3 10 0 10 14 16 12 10
"ENSG00000264399" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213246" 1042 893 1735 656 1258 1345 756 1767 865 1421 1880 1014 1094 996 1061 1094 1428 1171 1905 1050
"ENSG00000108375" 1196 781 595 751 2029 1432 1267 123 26 1800 1577 780 491 762 383 567 690 839 219 796
"ENSG00000176160" 6 4 2 6 6 11 13 2 5 9 10 3 4 10 12 14 17 6 8 10
"ENSG00000266051" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266648" 2 0 0 0 0 0 0 0 2 3 1 0 2 0 0 0 0 2 0 0
"ENSG00000108389" 6763 5662 4952 6928 9828 6472 8626 2543 1540 8518 10547 1501 7368 3701 4697 4021 3225 4517 8518 4636
"ENSG00000264672" 16 5 15 7 13 21 16 3 3 8 26 5 19 9 8 31 19 11 7 3
"ENSG00000108387" 4741 833 2451 2159 2328 2809 2800 146 576 3313 3726 1688 3334 1722 744 3547 1672 1377 1362 3146
"ENSG00000181013" 2 1 0 1 10 1 5 2 1 4 3 1 4 4 3 5 1 3 8 5
"ENSG00000121101" 44 24 18 36 38 41 26 110 16 46 48 16 28 10 36 62 25 16 45 21
"ENSG00000212195" 2 2 0 0 0 2 0 1 12 0 1 0 1 0 0 2 2 4 8 0
"ENSG00000266826" 1 0 0 2 0 0 0 0 0 2 1 0 0 0 0 4 0 2 0 0
"ENSG00000199426" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266561" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206917" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200997" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000108384" 189 146 327 177 175 247 186 297 75 218 297 145 165 141 148 217 322 215 309 140
"ENSG00000175175" 14 4 66 4 10 13 9 135 0 4 27 0 14 3 17 4 13 0 10 0
"ENSG00000251865" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241462" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"ENSG00000263938" 0 2 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 1 1 1
"ENSG00000108395" 437 482 795 433 476 662 564 958 449 736 1042 307 583 381 468 875 584 475 1198 499
"ENSG00000216168" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263558" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224738" 7 10 6 2 10 12 10 11 0 8 12 2 9 2 6 8 11 4 6 9
"ENSG00000182628" 340 512 850 367 405 470 352 268 193 488 850 280 363 221 412 567 784 462 445 537
"ENSG00000252212" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000211514" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207996" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000068489" 4 42 60 10 27 8 12 15 4 15 15 7 18 9 9 10 68 14 32 9
"ENSG00000266537" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000265415" 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0
"ENSG00000167447" 432 358 666 157 338 419 292 763 404 547 543 253 326 287 309 342 262 381 568 347
"ENSG00000153982" 20 13 27 19 24 16 24 23 5 27 39 18 27 30 5 39 12 21 45 25
"ENSG00000207235" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271063" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000175155" 607 1293 1781 2012 2128 1290 1419 902 3286 1208 3090 686 2525 1199 1079 1886 1430 2892 1709 1130
"ENSG00000263857" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266002" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
"ENSG00000265313" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200889" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000108406" 380 601 809 397 775 708 503 764 771 522 922 396 521 453 350 568 537 783 1122 476
"ENSG00000141367" 4731 6820 17302 2928 5867 6932 7697 17916 6796 8374 9351 4713 6486 3789 6422 8524 8128 6196 15633 7531
"ENSG00000141378" 586 275 904 298 513 882 475 1496 949 672 519 551 492 344 930 745 812 376 991 543
"ENSG00000062716" 1350 1469 4585 4820 1826 1479 1610 6460 6814 2215 5551 733 2071 3397 2611 6358 4972 3683 5002 1953
"ENSG00000267637" 0 0 0 1 0 0 0 3 1 2 2 0 0 0 0 0 0 0 1 0
"ENSG00000199004" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201524" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000108423" 244 160 197 142 320 268 239 234 93 247 415 229 320 144 196 287 276 215 237 191
"ENSG00000270264" 2 1 5 1 3 1 0 2 0 5 4 0 0 0 9 0 1 8 7 0
"ENSG00000108443" 963 779 1211 1101 1703 1303 1276 1320 1402 1395 2069 863 1329 1122 1004 1910 1207 1311 1792 789
"ENSG00000241913" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 1 0
"ENSG00000189050" 551 560 1263 363 662 649 590 817 347 757 1135 444 660 556 341 466 669 529 679 490
"ENSG00000267302" 44 58 80 18 34 67 38 50 15 65 70 30 61 47 15 12 87 68 92 39
"ENSG00000266992" 0 1 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0
"ENSG00000267104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000238283" 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000263422" 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"ENSG00000266701" 0 0 0 1 2 0 0 0 0 3 0 1 2 0 0 1 0 0 0 1
"ENSG00000265638" 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0
"ENSG00000263820" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
"ENSG00000264049" 0 0 0 0 1 1 0 1 0 1 2 0 0 0 0 1 0 0 0 1
"ENSG00000068097" 294 269 424 259 441 507 226 401 188 504 490 109 367 172 202 377 452 288 465 335
"ENSG00000267526" 1 1 0 0 4 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000267416" 0 0 0 1 3 1 0 0 0 3 3 2 1 0 1 2 1 3 3 1
"ENSG00000261040" 2 3 3 5 2 1 0 3 2 1 2 0 0 3 2 2 4 1 0 3
"ENSG00000267295" 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000267248" 5 5 5 4 11 6 2 10 0 2 11 7 5 4 2 8 15 7 8 8
"ENSG00000267095" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000167434" 7 9 8 19 20 6 0 29 20 14 8 5 7 8 9 19 13 22 29 4
"ENSG00000266960" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170832" 830 922 2039 702 1165 771 999 1444 1752 909 1728 454 1023 755 736 1084 830 907 1880 794
"ENSG00000252577" 2 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0
"ENSG00000241157" 7 2 2 6 10 6 0 0 39 3 10 2 10 5 2 8 5 0 9 2
"ENSG00000271626" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000141371" 4 0 0 0 0 0 0 0 0 0 3 2 0 2 0 2 3 0 6 0
"ENSG00000213228" 1 0 3 1 3 0 0 0 3 2 6 0 2 1 0 0 0 4 1 4
"ENSG00000062725" 647 769 1358 604 1195 764 782 1184 567 1118 1228 518 1145 656 653 1144 944 878 1196 812
"ENSG00000270553" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000259349" 1 0 0 2 2 0 2 2 0 0 0 0 0 1 0 0 0 0 2 2
"ENSG00000267678" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000267772" 0 2 0 0 0 0 0 4 0 2 0 0 16 0 0 2 0 0 2 0
"ENSG00000266943" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000170836" 175 242 384 187 329 204 166 312 171 363 362 141 321 228 208 327 263 292 317 217
"ENSG00000200013" 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000141376" 638 652 1115 383 648 987 302 230 200 619 1049 615 775 621 220 578 580 854 467 373
"ENSG00000239932" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000224011" 3 4 0 0 1 0 0 2 0 0 0 1 4 1 4 0 0 0 2 0
"ENSG00000252534" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000267083" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1
"ENSG00000254114" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000264322" 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0
"ENSG00000267207" 0 1 0 2 1 4 0 0 0 0 0 2 1 1 0 4 1 0 3 5
"ENSG00000267449" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227694" 0 0 1 1 1 1 0 1 3 0 0 1 0 0 1 0 0 1 0 0
"ENSG00000267667" 0 1 1 1 6 3 4 0 0 1 0 0 4 2 0 1 1 0 5 1
"ENSG00000267131" 1 0 1 0 0 0 2 0 0 3 3 1 3 0 1 2 0 0 2 2
"ENSG00000266934" 2 3 2 0 3 8 0 0 0 4 0 1 9 1 3 2 7 3 4 1
"ENSG00000267280" 16 26 15 67 74 44 16 0 7 51 44 74 48 36 13 59 33 19 32 173
"ENSG00000121068" 552 453 565 1222 996 809 497 292 215 943 810 694 720 736 379 823 1226 451 680 2190
"ENSG00000187013" 4 8 6 3 4 14 1 6 0 5 6 4 4 2 2 4 10 6 14 2
"ENSG00000121075" 1 0 3 0 4 0 0 4 2 0 4 4 3 1 0 6 2 0 4 1
"ENSG00000267137" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253506" 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 1
"ENSG00000136492" 70 171 202 66 208 159 99 10 24 78 146 61 73 31 136 59 123 141 31 37
"ENSG00000108506" 372 228 490 337 450 414 653 640 332 520 655 209 437 267 390 478 254 301 726 354
"ENSG00000202361" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000108510" 1991 1811 2908 2445 4176 2979 3523 2147 2408 3507 4635 1435 2227 2003 1357 2358 1689 2725 2658 1766
"ENSG00000242398" 1 3 2 5 2 3 5 1 7 3 4 2 3 7 3 0 1 1 3 2
"ENSG00000221302" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200842" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000207123" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000266066" 148 89 14 71 2 110 80 94 0 81 3 35 7 19 10 24 49 90 114 33
"ENSG00000266365" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 4 1
"ENSG00000266647" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188755" 0 0 0 0 5 4 2 1 0 3 0 1 2 1 0 2 4 0 0 0
"ENSG00000263887" 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0
"ENSG00000242123" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172421" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000239809" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0
"ENSG00000251981" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239527" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000087995" 289 201 431 172 383 344 277 701 344 462 489 310 320 281 302 332 401 315 750 289
"ENSG00000146872" 416 405 888 549 685 604 549 814 931 622 1062 449 521 451 436 789 579 570 1102 481
"ENSG00000239246" 9 3 3 0 13 1 3 4 6 0 6 11 1 5 7 1 7 2 5 5
"ENSG00000264546" 2 2 0 2 5 12 0 0 2 1 9 2 7 0 3 4 1 4 3 2
"ENSG00000011028" 342 463 838 511 525 530 471 597 283 814 965 308 213 406 110 555 433 564 513 2187
"ENSG00000207382" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199697" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265702" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000173838" 2 4 2 0 1 0 1 2 1 0 2 3 0 0 0 0 0 0 3 2
"ENSG00000265000" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264907" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263931" 1 0 0 2 1 0 0 0 3 0 1 2 3 3 0 2 2 4 2 0
"ENSG00000207552" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265262" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266411" 0 0 0 1 0 0 0 1 5 0 2 2 0 0 0 0 0 0 1 0
"ENSG00000270324" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272164" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170921" 116 112 267 273 191 227 142 785 538 277 483 140 241 231 127 303 213 295 636 154
"ENSG00000272383" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264513" 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 2 0 0 0 1
"ENSG00000264529" 0 0 0 0 2 2 0 0 2 0 2 0 1 0 0 0 0 0 4 0
"ENSG00000233635" 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000263501" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000271919" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000226797" 0 0 0 1 0 1 0 0 2 1 0 0 0 0 0 0 1 0 0 0
"ENSG00000263644" 0 2 3 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 2
"ENSG00000271749" 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 1 0
"ENSG00000265282" 4 0 1 0 0 4 2 21 0 0 0 0 3 1 0 1 0 0 4 1
"ENSG00000008283" 591 509 1191 432 586 1108 947 3846 800 2048 1080 470 1029 751 1269 1889 1248 708 2708 1017
"ENSG00000265971" 0 2 0 0 0 0 0 1 0 2 0 0 0 1 0 1 1 0 2 0
"ENSG00000228979" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000159640" 46 138 227 129 72 64 23 67 24 166 44 24 62 85 22 73 149 145 247 95
"ENSG00000224353" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000173826" 2 2 2 4 1 3 0 0 0 2 1 0 2 1 1 0 2 3 5 0
"ENSG00000136485" 1531 1519 2947 747 2010 1698 1371 4456 1591 2110 2590 1213 1831 952 1805 1737 1407 1463 3107 1296
"ENSG00000200560" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136463" 2062 1578 3470 1064 2663 2581 1422 1699 1238 2034 2722 1927 2010 1918 2117 2153 2109 1683 2882 1549
"ENSG00000270587" 29 10 41 7 28 26 25 20 10 18 67 24 24 13 21 24 20 10 38 13
"ENSG00000198909" 959 1144 1389 1127 1361 1096 767 714 1007 1163 1732 519 1388 831 1454 1522 1618 1087 1663 779
"ENSG00000263883" 2 1 1 3 1 3 0 0 2 0 3 2 0 3 1 0 0 16 7 0
"ENSG00000136490" 186 410 353 302 419 379 136 135 245 433 336 228 151 278 105 437 432 545 370 276
"ENSG00000266173" 1142 801 1162 1200 1913 2198 1292 1013 672 1420 2276 1283 1578 1065 1147 1292 1179 1403 1718 896
"ENSG00000108588" 2459 2741 6177 1349 2202 3068 2595 10429 4536 3605 4187 1726 2998 1937 3499 3500 2601 2593 6617 2577
"ENSG00000198231" 3019 2948 5688 2819 4532 4009 2879 4745 2295 3364 4667 2932 3014 2625 3390 3178 2833 2922 4033 2469
"ENSG00000108592" 1492 1416 3077 1238 1742 2069 852 4690 1498 1843 2521 1019 1688 1044 1895 1456 1315 1491 3341 1218
"ENSG00000087191" 3179 2690 6399 2554 3984 4825 2497 5346 3303 3723 4765 2313 3605 2832 4831 3747 3946 3572 6325 2846
"ENSG00000108604" 4059 2128 5873 1408 4498 3798 2691 1716 947 3247 4554 2436 2250 1712 2613 2306 2161 2025 2484 3026
"ENSG00000240280" 1 4 2 1 0 11 4 2 4 0 2 0 0 2 0 2 12 4 8 2
"ENSG00000213218" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136487" 1 0 0 1 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0
"ENSG00000259533" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136488" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000259333" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204414" 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000259384" 245 217 10 296 48 12 29 0 19 2 5 264 295 47 191 321 48 14 325 31
"ENSG00000007312" 34 105 53 84 105 54 21 64 36 75 68 31 26 60 75 96 161 142 143 79
"ENSG00000007314" 20 58 65 29 101 34 14 20 11 37 14 32 63 40 20 47 34 22 64 24
"ENSG00000263489" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264954" 0 1 0 0 0 2 2 4 4 2 0 0 2 0 0 1 0 1 13 0
"ENSG00000224383" 5 15 4 15 15 15 4 18 21 15 14 5 0 11 12 18 33 26 13 10
"ENSG00000108622" 33 103 74 78 73 45 24 183 61 59 30 12 29 83 86 72 148 122 162 70
"ENSG00000178607" 2504 1153 3260 1673 3955 2170 2391 3967 6426 2141 3840 1135 4297 2336 2055 3564 2410 3833 4982 1129
"ENSG00000266402" 33 22 30 12 10 19 11 24 25 30 33 25 47 14 18 13 10 12 23 15
"ENSG00000199753" 0 0 0 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000136478" 2093 2018 4144 1312 1793 2224 1637 3290 1294 2825 3356 1721 2159 1526 1584 2313 2156 1836 2623 1811
"ENSG00000256358" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000271605" 0 23 9 5 7 16 15 14 8 16 19 5 3 10 8 17 21 21 15 8
"ENSG00000256525" 373 245 287 456 503 478 395 293 234 396 663 354 314 305 401 408 302 412 427 265
"ENSG00000256826" 0 0 0 0 2 0 0 2 0 2 1 0 2 0 0 0 2 0 0 0
"ENSG00000108654" 14203 13062 34787 15380 15220 29952 17268 21164 16587 20199 24722 9798 22925 15864 18873 20656 18514 14982 22606 15766
"ENSG00000265695" 0 1 0 0 1 2 0 0 0 1 0 0 1 0 1 1 2 0 0 0
"ENSG00000266241" 0 0 0 0 0 2 0 1 0 1 2 0 0 2 1 0 0 0 0 1
"ENSG00000258890" 949 662 1033 1189 2404 1686 1318 899 1374 1184 1876 1195 1543 860 1076 1435 775 1312 1437 860
"ENSG00000108854" 256 359 672 418 600 454 343 275 768 510 864 326 409 438 348 519 496 544 601 419
"ENSG00000271779" 0 0 0 0 0 3 0 0 5 0 0 0 0 1 1 1 2 0 3 0
"ENSG00000270714" 0 0 0 0 1 0 0 0 0 1 0 4 1 0 0 1 0 1 0 1
"ENSG00000215769" 73 48 74 108 66 131 56 25 34 98 126 73 90 53 65 169 66 68 85 58
"ENSG00000265298" 138 132 203 248 169 308 152 73 134 247 335 120 270 124 144 269 142 230 200 104
"ENSG00000263647" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265982" 1 1 8 3 5 6 1 1 6 3 2 2 3 2 8 2 3 2 3 4
"ENSG00000214176" 512 732 1385 658 1172 916 415 587 876 563 1074 411 762 551 855 632 659 972 953 455
"ENSG00000252242" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272400" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000176809" 285 92 80 328 246 497 220 252 85 335 289 291 485 142 81 283 187 316 273 173
"ENSG00000264840" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272134" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265218" 39 2 2 23 13 6 28 18 4 1 11 3 24 2 1 9 18 2 3 42
"ENSG00000266644" 16 1 0 3 2 5 6 4 0 0 1 2 0 3 0 1 1 0 6 5
"ENSG00000271974" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
